DATE,TIME,NAME,AREA,FEE,DOSE 1,VACCINE
01-06-2021,08:16:26,Apollo Mains Greams,Teynampet,Paid,89,COVAXIN
01-06-2021,08:16:42,Apollo Mains Greams,Teynampet,Paid,89,COVAXIN
01-06-2021,08:16:58,Apollo Mains Greams,Teynampet,Paid,89,COVAXIN
01-06-2021,08:17:13,Apollo Mains Greams,Teynampet,Paid,89,COVAXIN
01-06-2021,08:17:29,Apollo Mains Greams,Teynampet,Paid,73,COVAXIN
01-06-2021,08:17:29,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:17:45,Apollo Mains Greams,Teynampet,Paid,73,COVAXIN
01-06-2021,08:17:45,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:18:01,Apollo Mains Greams,Teynampet,Paid,73,COVAXIN
01-06-2021,08:18:01,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:18:17,Apollo Mains Greams,Teynampet,Paid,73,COVAXIN
01-06-2021,08:18:17,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:18:33,Apollo Mains Greams,Teynampet,Paid,47,COVAXIN
01-06-2021,08:18:48,Apollo Mains Greams,Teynampet,Paid,47,COVAXIN
01-06-2021,08:19:04,Apollo Mains Greams,Teynampet,Paid,47,COVAXIN
01-06-2021,08:19:20,Apollo Mains Greams,Teynampet,Paid,47,COVAXIN
01-06-2021,08:19:35,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:19:35,Apollo Mains Greams,Teynampet,Paid,34,COVAXIN
01-06-2021,08:19:51,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:19:51,Apollo Mains Greams,Teynampet,Paid,34,COVAXIN
01-06-2021,08:20:08,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:20:08,Apollo Mains Greams,Teynampet,Paid,34,COVAXIN
01-06-2021,08:20:24,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:20:24,Apollo Mains Greams,Teynampet,Paid,34,COVAXIN
01-06-2021,08:20:40,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:20:40,Apollo Mains Greams,Teynampet,Paid,16,COVAXIN
01-06-2021,08:20:56,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:20:56,Apollo Mains Greams,Teynampet,Paid,16,COVAXIN
01-06-2021,08:21:12,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:21:12,Apollo Mains Greams,Teynampet,Paid,16,COVAXIN
01-06-2021,08:22:29,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:22:44,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:23:00,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:23:16,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:23:31,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:23:47,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:24:03,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:24:18,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:24:34,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:24:50,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:25:05,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:25:21,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:28:40,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,08:28:56,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,08:29:11,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,08:29:27,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:29:27,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:29:43,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:29:43,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:29:59,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:29:59,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:30:15,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,08:30:15,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,08:33:35,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:33:51,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:34:06,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:34:22,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:40:30,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:40:46,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:41:01,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:41:17,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:43:34,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:43:50,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:44:06,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:44:21,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:48:42,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:48:58,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:49:13,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:49:29,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:56:38,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:56:54,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:57:09,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:57:25,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,08:59:43,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,08:59:59,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:00:14,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:00:30,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:04:50,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:05:06,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:05:22,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:05:53,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:06:08,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:06:24,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:15:48,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:16:03,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:16:19,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:16:35,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:17:51,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:18:06,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:18:22,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:18:37,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:24:42,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:24:58,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:25:13,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:25:29,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:30:48,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,118,COVAXIN
01-06-2021,09:31:03,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,118,COVAXIN
01-06-2021,09:31:19,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,118,COVAXIN
01-06-2021,09:31:34,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,118,COVAXIN
01-06-2021,09:31:50,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,119,COVAXIN
01-06-2021,09:31:50,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:31:50,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:06,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,119,COVAXIN
01-06-2021,09:32:06,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:06,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:23,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,119,COVAXIN
01-06-2021,09:32:23,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:23,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:39,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,119,COVAXIN
01-06-2021,09:32:39,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:39,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:55,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,80,COVAXIN
01-06-2021,09:32:55,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:32:55,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,09:33:11,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,80,COVAXIN
01-06-2021,09:33:11,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:33:11,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,09:33:28,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,80,COVAXIN
01-06-2021,09:33:28,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:33:28,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,09:33:44,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,09:33:44,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,49,COVAXIN
01-06-2021,09:33:44,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,3,COVAXIN
01-06-2021,09:34:00,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,09:34:00,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,49,COVAXIN
01-06-2021,09:34:00,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,3,COVAXIN
01-06-2021,09:34:16,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,09:34:16,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,49,COVAXIN
01-06-2021,09:34:16,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,3,COVAXIN
01-06-2021,09:34:33,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,09:34:33,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,49,COVAXIN
01-06-2021,09:34:33,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,3,COVAXIN
01-06-2021,09:34:49,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,35,COVAXIN
01-06-2021,09:35:04,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,35,COVAXIN
01-06-2021,09:35:20,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,35,COVAXIN
01-06-2021,09:35:35,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,35,COVAXIN
01-06-2021,09:35:51,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:35:51,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,8,COVAXIN
01-06-2021,09:35:51,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:36:07,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:36:07,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,8,COVAXIN
01-06-2021,09:36:07,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:36:23,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:36:23,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,8,COVAXIN
01-06-2021,09:36:23,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:36:40,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,09:36:40,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,8,COVAXIN
01-06-2021,09:36:40,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:36:56,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,09:37:11,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,09:37:27,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,09:38:43,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,09:38:59,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,09:39:14,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,09:39:30,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,09:39:45,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:39:45,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:40:01,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:40:01,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:40:17,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:40:17,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:40:33,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,09:40:33,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:43:51,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,09:44:06,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,09:44:22,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,09:44:37,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,09:51:57,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:52:13,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:52:28,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:52:44,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,09:52:59,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:53:15,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:53:31,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,09:59:50,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:00:05,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:00:21,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:00:36,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:01:53,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,10:02:08,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,10:02:24,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,10:02:39,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,10:02:55,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:03:10,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:03:26,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:03:42,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:07:00,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,100,COVAXIN
01-06-2021,10:07:00,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:07:16,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,100,COVAXIN
01-06-2021,10:07:16,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:07:32,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,100,COVAXIN
01-06-2021,10:07:32,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:07:48,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,100,COVAXIN
01-06-2021,10:07:48,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:08:04,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,92,COVAXIN
01-06-2021,10:08:04,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,10:08:20,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,92,COVAXIN
01-06-2021,10:08:20,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,10:08:35,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,92,COVAXIN
01-06-2021,10:08:35,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,10:08:52,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,72,COVAXIN
01-06-2021,10:08:52,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:09:07,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,72,COVAXIN
01-06-2021,10:09:07,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:09:23,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,63,COVAXIN
01-06-2021,10:09:23,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:09:23,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,10:09:39,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,63,COVAXIN
01-06-2021,10:09:39,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:09:39,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,10:09:56,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,63,COVAXIN
01-06-2021,10:09:56,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:09:56,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,10:10:12,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,35,COVAXIN
01-06-2021,10:10:12,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:10:12,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:10:28,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,35,COVAXIN
01-06-2021,10:10:28,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:10:28,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:10:44,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,35,COVAXIN
01-06-2021,10:10:44,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:10:44,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:11:01,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,35,COVAXIN
01-06-2021,10:11:01,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:11:01,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:11:17,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,16,COVAXIN
01-06-2021,10:11:32,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,16,COVAXIN
01-06-2021,10:11:48,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,16,COVAXIN
01-06-2021,10:12:04,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,16,COVAXIN
01-06-2021,10:14:20,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:14:36,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:14:51,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:15:07,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:29:47,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:29:47,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:30:04,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:30:04,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:30:20,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:30:20,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:30:36,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:30:36,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:32:53,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,10:33:08,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,10:33:24,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,10:33:39,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,10:33:55,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:34:10,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:34:26,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:43:48,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:44:04,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:44:19,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:44:35,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:44:50,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:44:50,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:45:06,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:45:06,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:45:22,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:45:22,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:45:38,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,10:45:38,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,10:45:54,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:46:10,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:46:25,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:46:41,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,10:59:37,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:59:37,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,10:59:53,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,10:59:53,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,11:00:09,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:00:09,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,11:00:25,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:00:25,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,11:03:44,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:04:00,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:04:15,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:04:31,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:04:47,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:05:02,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:05:18,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:05:34,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:08:37,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:08:53,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:09:08,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:09:24,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:15:45,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:16:01,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:16:16,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,11:16:32,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
